timestep,demand_el
10829,684
10830,684
10831,696
10832,660
10833,648
10834,654
10835,636
10836,642
10837,666
10838,630
10839,810
10840,834
10841,822
10842,816
10843,798
10844,840
10845,828
10846,810
10847,822
10848,810
10849,798
10850,804
10851,804
10852,822
10853,792
10854,756
10855,570
10856,582
10857,582
10858,576
10859,594
10860,564
10861,564
10862,570
10863,576
10864,408
10865,372
10866,456
10867,588
10868,594
10869,600
10870,582
10871,576
10872,594
10873,588
10874,594
10875,558
10876,570
10877,588
10878,570
10879,588
10880,576
10881,582
10882,594
10883,600
10884,708
10885,846
10886,816
10887,834
10888,828
10889,852
10890,864
10891,870
10892,846
10893,876
10894,840
10895,846
10896,870
10897,864
10898,864
10899,858
10900,858
10901,858
10902,870
10903,882
10904,870
10905,864
10906,834
10907,798
10908,624
10909,648
10910,648
10911,654
10912,642
10913,648
10914,666
10915,678
10916,648
10917,654
10918,654
10919,678
10920,654
10921,666
10922,864
10923,888
10924,870
10925,876
10926,882
10927,864
10928,876
10929,846
10930,852
10931,846
10932,876
10933,864
10934,840
10935,828
10936,816
10937,810
10938,816
10939,816
10940,822
10941,630
10942,588
10943,594
10944,588
10945,582
10946,576
10947,582
10948,588
10949,570
10950,570
10951,570
10952,594
10953,564
10954,576
10955,582
10956,576
10957,582
10958,582
10959,564
10960,570
10961,582
10962,576
10963,594
10964,582
10965,582
10966,558
10967,570
10968,582
10969,576
10970,564
10971,570
10972,576
10973,522
10974,396
10975,384
10976,582
10977,594
10978,600
10979,600
10980,612
10981,624
10982,624
10983,630
10984,762
10985,840
10986,858
10987,852
10988,858
10989,918
10990,882
10991,858
10992,876
10993,858
10994,882
10995,888
10996,858
10997,882
10998,882
10999,864
11000,876
11001,912
11002,858
11003,864
11004,864
11005,882
11006,882
11007,864
11008,876
11009,864
11010,864
11011,864
11012,882
11013,870
11014,882
11015,750
11016,636
11017,660
11018,654
11019,648
11020,636
11021,666
11022,630
11023,666
11024,672
11025,630
11026,654
11027,612
11028,684
11029,648
11030,708
11031,852
11032,840
11033,840
11034,834
11035,828
11036,828
11037,822
11038,834
11039,828
11040,792
11041,822
11042,840
11043,726
11044,594
11045,576
11046,588
11047,582
11048,570
11049,570
11050,570
11051,570
11052,588
11053,402
11054,372
11055,444
11056,576
11057,570
11058,582
11059,588
11060,606
11061,510
11062,438
11063,456
11064,450
11065,552
11066,582
11067,564
11068,546
11069,654
11070,648
11071,702
11072,816
11073,888
11074,900
11075,912
11076,960
11077,1044
11078,1068
11079,1134
11080,1290
11081,1332
11082,1440
11083,1518
11084,1512
11085,1530
11086,1680
11087,1650
11088,1746
11089,1788
11090,1728
11091,1704
11092,1734
11093,1758
11094,1758
11095,1740
11096,1752
11097,1692
11098,1620
11099,1434
11100,1368
11101,1404
11102,1368
11103,1332
11104,1392
11105,1488
11106,1476
11107,1464
11108,1428
11109,1410
11110,1338
11111,1332
11112,1374
11113,1332
11114,1278
11115,1266
11116,1218
11117,1140
11118,1152
11119,1110
11120,1116
11121,1026
11122,1014
11123,960
11124,774
11125,756
11126,720
11127,738
11128,726
11129,672
11130,690
11131,654
11132,708
11133,654
11134,636
11135,618
11136,624
11137,750
11138,858
11139,834
11140,852
11141,846
11142,678
11143,624
11144,612
11145,606
11146,618
11147,600
11148,618
11149,600
11150,618
11151,624
11152,588
11153,408
11154,426
11155,450
11156,660
11157,672
11158,738
11159,726
11160,774
11161,672
11162,666
11163,720
11164,786
11165,810
11166,852
11167,864
11168,936
11169,954
11170,996
11171,984
11172,1068
11173,1272
11174,1308
11175,1272
11176,1296
11177,1230
11178,1266
11179,1320
11180,1350
11181,1338
11182,1434
11183,1398
11184,1524
11185,1560
11186,1578
11187,1536
11188,1548
11189,1524
11190,1572
11191,1620
11192,1530
11193,1452
11194,1392
11195,1230
11196,1164
11197,1140
11198,1164
11199,1320
11200,1296
11201,1296
11202,1266
11203,1230
11204,1260
11205,1242
11206,1182
11207,1134
11208,1092
11209,1062
11210,1146
11211,1200
11212,1170
11213,1116
11214,1128
11215,1086
11216,1086
11217,1038
11218,996
11219,1008
11220,954
11221,756
11222,738
11223,738
11224,702
11225,684
11226,672
11227,642
11228,654
11229,606
11230,606
11231,612
11232,618
11233,606
11234,684
11235,834
11236,810
11237,828
11238,822
11239,810
11240,828
11241,636
11242,600
11243,606
11244,576
11245,594
11246,606
11247,588
11248,606
11249,588
11250,618
11251,594
11252,444
11253,474
11254,510
11255,528
11256,558
11257,642
11258,660
11259,672
11260,690
11261,798
11262,762
11263,828
11264,894
11265,948
11266,954
11267,948
11268,1014
11269,1038
11270,1092
11271,1176
11272,1296
11273,1296
11274,1272
11275,1296
11276,1278
11277,1494
11278,1698
11279,1704
11280,1806
11281,1824
11282,1746
11283,1716
11284,1752
11285,1716
11286,1764
11287,1794
11288,1752
11289,1668
11290,1602
11291,1458
11292,1350
11293,1296
11294,1332
11295,1332
11296,1326
11297,1308
11298,1260
11299,1248
11300,1182
11301,1176
11302,1134
11303,1116
11304,1074
11305,1056
11306,1038
11307,978
11308,954
11309,888
11310,894
11311,858
11312,846
11313,816
11314,768
11315,762
11316,870
11317,948
11318,918
11319,936
11320,924
11321,870
11322,894
11323,858
11324,888
11325,846
11326,858
11327,870
11328,714
11329,630
11330,606
11331,636
11332,606
11333,630
11334,612
11335,642
11336,606
11337,618
11338,594
11339,612
11340,600
11341,630
11342,618
11343,612
11344,630
11345,630
11346,636
11347,672
11348,666
11349,696
11350,714
11351,732
11352,726
11353,858
11354,834
11355,858
11356,930
11357,984
11358,948
11359,1008
11360,1092
11361,1122
11362,1128
11363,1140
11364,1170
11365,1332
11366,1350
11367,1404
11368,1446
11369,1410
11370,1404
11371,1386
11372,1434
11373,1446
11374,1506
11375,1548
11376,1584
11377,1686
11378,1668
11379,1632
11380,1656
11381,1602
11382,1614
11383,1596
11384,1542
11385,1446
11386,1374
11387,1284
11388,1188
11389,1182
11390,1140
11391,1146
11392,1128
11393,1152
11394,1104
11395,1086
11396,1056
11397,1020
11398,978
11399,924
11400,942
11401,930
11402,900
11403,1020
11404,1098
11405,1026
11406,1062
11407,1032
11408,1032
11409,996
11410,972
11411,978
11412,960
11413,912
11414,924
11415,912
11416,882
11417,834
11418,822
11419,792
11420,600
11421,594
11422,576
11423,576
11424,576
11425,570
11426,576
11427,570
11428,564
11429,576
11430,696
11431,606
11432,564
11433,570
11434,546
11435,558
11436,564
11437,546
11438,552
11439,564
11440,552
11441,546
11442,564
11443,558
11444,546
11445,552
11446,576
11447,540
11448,570
11449,540
11450,540
11451,534
11452,546
11453,588
11454,594
11455,594
11456,606
11457,618
11458,594
11459,612
11460,612
11461,624
11462,612
11463,642
11464,630
11465,654
11466,642
11467,642
11468,672
11469,666
11470,654
11471,660
11472,672
11473,666
11474,678
11475,636
11476,654
11477,672
11478,690
11479,678
11480,666
11481,678
11482,654
11483,678
11484,642
11485,660
11486,696
11487,882
11488,882
11489,882
11490,864
11491,840
11492,858
11493,876
11494,900
11495,852
11496,852
11497,864
11498,858
11499,888
11500,846
11501,846
11502,828
11503,834
11504,792
11505,798
11506,696
11507,600
11508,564
11509,606
11510,582
11511,576
11512,594
11513,570
11514,570
11515,564
11516,564
11517,570
11518,552
11519,552
11520,558
11521,576
11522,582
11523,588
11524,564
11525,570
11526,558
11527,552
11528,564
11529,564
11530,564
11531,540
11532,552
11533,552
11534,570
11535,546
11536,558
11537,558
11538,564
11539,558
11540,582
11541,558
11542,558
11543,564
11544,546
11545,534
11546,564
11547,552
11548,534
11549,582
11550,588
11551,582
11552,588
11553,588
11554,588
11555,576
11556,594
11557,582
11558,582
11559,576
11560,582
11561,588
11562,588
11563,606
11564,594
11565,594
11566,606
11567,624
11568,594
11569,606
11570,588
11571,606
11572,594
11573,612
11574,612
11575,606
11576,618
11577,642
11578,660
11579,636
11580,768
11581,828
11582,840
11583,810
11584,840
11585,852
11586,852
11587,852
11588,864
11589,846
11590,852
11591,834
11592,852
11593,840
11594,816
11595,618
11596,594
11597,600
11598,624
11599,612
11600,588
11601,588
11602,786
11603,582
11604,594
11605,600
11606,618
11607,570
11608,582
11609,570
11610,588
11611,564
11612,582
11613,564
11614,576
11615,564
11616,582
11617,552
11618,546
11619,534
11620,546
11621,546
11622,546
11623,546
11624,546
11625,534
11626,534
11627,552
11628,528
11629,558
11630,546
11631,546
11632,570
11633,552
11634,564
11635,588
11636,606
11637,618
11638,672
11639,678
11640,690
11641,732
11642,738
11643,858
11644,852
11645,936
11646,912
11647,936
11648,996
11649,1086
11650,1080
11651,1146
11652,1200
11653,1302
11654,1302
11655,1368
11656,1374
11657,1422
11658,1416
11659,1404
11660,1434
11661,1428
11662,1560
11663,1524
11664,1626
11665,1674
11666,1632
11667,1578
11668,1656
11669,1620
11670,1656
11671,1686
11672,1674
11673,1620
11674,1584
11675,1380
11676,1272
11677,1254
11678,1278
11679,1272
11680,1266
11681,1236
11682,1194
11683,1200
11684,1164
11685,1122
11686,1110
11687,1110
11688,1074
11689,1074
11690,1032
11691,978
11692,918
11693,876
11694,870
11695,846
11696,858
11697,786
11698,786
11699,780
11700,762
11701,774
11702,696
11703,696
11704,690
11705,660
11706,618
11707,618
11708,624
11709,630
11710,606
11711,606
11712,606
11713,606
11714,588
11715,594
11716,600
11717,600
11718,582
11719,594
11720,594
11721,600
11722,594
11723,594
11724,582
11725,594
11726,588
11727,582
11728,588
11729,618
11730,618
11731,630
11732,648
11733,690
11734,708
11735,750
11736,732
11737,810
11738,858
11739,918
11740,918
11741,996
11742,1008
11743,1140
11744,1140
11745,1158
11746,1176
11747,1206
11748,1266
11749,1290
11750,1290
11751,1302
11752,1356
11753,1452
11754,1530
11755,1554
11756,1554
11757,1530
11758,1746
11759,1668
11760,1770
11761,1824
11762,1842
11763,1740
11764,1758
11765,1716
11766,1752
11767,1782
11768,1758
11769,1734
11770,1650
11771,1458
11772,1362
11773,1350
11774,1332
11775,1308
11776,1284
11777,1266
11778,1242
11779,1224
11780,1230
11781,1170
11782,1164
11783,1128
11784,1080
11785,1074
11786,1044
11787,1002
11788,948
11789,894
11790,882
11791,870
11792,846
11793,810
11794,792
11795,786
11796,774
11797,780
11798,744
11799,714
11800,696
11801,660
11802,672
11803,648
11804,660
11805,648
11806,636
11807,648
11808,642
11809,630
11810,612
11811,630
11812,636
11813,630
11814,636
11815,630
11816,612
11817,612
11818,630
11819,612
11820,606
11821,636
11822,606
11823,612
11824,612
11825,630
11826,630
11827,624
11828,642
11829,684
11830,720
11831,756
11832,762
11833,834
11834,822
11835,900
11836,942
11837,996
11838,1008
11839,1074
11840,1152
11841,1206
11842,1242
11843,1278
11844,1350
11845,1398
11846,1362
11847,1392
11848,1470
11849,1488
11850,1572
11851,1584
11852,1596
11853,1656
11854,1800
11855,1710
11856,1890
11857,1908
11858,1818
11859,1770
11860,1782
11861,1722
11862,1788
11863,1764
11864,1806
11865,1710
11866,1704
11867,1500
11868,1374
11869,1338
11870,1344
11871,1344
11872,1356
11873,1362
11874,1344
11875,1302
11876,1248
11877,1182
11878,1176
11879,1122
11880,1098
11881,1044
11882,1020
11883,960
11884,930
11885,906
11886,888
11887,864
11888,852
11889,822
11890,810
11891,792
11892,792
11893,762
11894,726
11895,726
11896,738
11897,660
11898,666
11899,636
11900,642
11901,624
11902,624
11903,630
11904,636
11905,606
11906,624
11907,612
11908,624
11909,600
11910,606
11911,606
11912,612
11913,600
11914,594
11915,594
11916,600
11917,600
11918,600
11919,576
11920,588
11921,606
11922,600
11923,624
11924,630
11925,678
11926,726
11927,786
11928,756
11929,804
11930,846
11931,912
11932,1014
11933,1080
11934,1020
11935,1038
11936,1182
11937,1188
11938,1284
11939,1284
11940,1368
11941,1314
11942,1332
11943,1392
11944,1458
11945,1554
11946,1530
11947,1524
11948,1560
11949,1638
11950,1800
11951,1668
11952,1782
11953,1848
11954,1794
11955,1758
11956,1734
11957,1776
11958,1758
11959,1752
11960,1764
11961,1680
11962,1620
11963,1458
11964,1320
11965,1332
11966,1338
11967,1308
11968,1266
11969,1284
11970,1278
11971,1254
11972,1230
11973,1218
11974,1176
11975,1140
11976,1104
11977,1068
11978,1044
11979,1026
11980,966
11981,930
11982,906
11983,864
11984,864
11985,822
11986,804
11987,762
11988,774
11989,762
11990,750
11991,726
11992,726
11993,690
11994,666
11995,654
11996,648
11997,642
11998,630
11999,624
12000,630
12001,612
12002,636
12003,636
12004,630
12005,630
12006,612
12007,624
12008,612
12009,618
12010,600
12011,630
12012,606
12013,624
12014,618
12015,612
12016,636
12017,660
12018,648
12019,678
12020,690
12021,720
12022,732
12023,768
12024,756
12025,858
12026,834
12027,864
12028,882
12029,954
12030,996
12031,1032
12032,1104
12033,1128
12034,1218
12035,1248
12036,1302
12037,1428
12038,1470
12039,1410
12040,1416
12041,1494
12042,1476
12043,1530
12044,1524
12045,1518
12046,1656
12047,1644
12048,1680
12049,1728
12050,1716
12051,1704
12052,1710
12053,1668
12054,1710
12055,1686
12056,1668
12057,1626
12058,1536
12059,1350
12060,1242
12061,1230
12062,1242
12063,1230
12064,1206
12065,1164
12066,1092
12067,1098
12068,1050
12069,1002
12070,966
12071,960
12072,936
12073,918
12074,924
12075,888
12076,954
12077,1050
12078,1056
12079,1032
12080,996
12081,978
12082,966
12083,960
12084,948
12085,918
12086,906
12087,900
12088,882
12089,858
12090,852
12091,690
12092,648
12093,624
12094,618
12095,606
12096,612
12097,612
12098,594
12099,600
12100,576
12101,582
12102,612
12103,612
12104,618
12105,600
12106,570
12107,576
12108,564
12109,582
12110,564
12111,570
12112,564
12113,570
12114,570
12115,576
12116,588
12117,564
12118,564
12119,576
12120,546
12121,558
12122,552
12123,564
12124,558
12125,582
12126,600
12127,576
12128,588
12129,594
12130,594
12131,606
12132,624
12133,636
12134,624
12135,636
12136,636
12137,684
12138,666
12139,660
12140,678
12141,696
12142,690
12143,696
12144,714
12145,708
12146,678
12147,690
12148,840
12149,918
12150,912
12151,918
12152,924
12153,888
12154,882
12155,888
12156,900
12157,888
12158,894
12159,906
12160,900
12161,888
12162,888
12163,894
12164,906
12165,912
12166,888
12167,882
12168,870
12169,882
12170,870
12171,882
12172,852
12173,864
12174,870
12175,852
12176,858
12177,858
12178,840
12179,822
12180,828
12181,708
12182,630
12183,606
12184,618
12185,612
12186,600
12187,606
12188,606
12189,594
12190,618
12191,606
12192,582
12193,576
12194,582
12195,558
12196,678
12197,810
12198,774
12199,774
12200,786
12201,762
12202,780
12203,774
12204,774
12205,774
12206,702
12207,570
12208,546
12209,564
12210,564
12211,552
12212,564
12213,552
12214,564
12215,558
12216,546
12217,558
12218,558
12219,522
12220,528
12221,552
12222,546
12223,546
12224,576
12225,564
12226,576
12227,588
12228,582
12229,696
12230,804
12231,840
12232,828
12233,792
12234,828
12235,822
12236,828
12237,834
12238,834
12239,840
12240,840
12241,840
12242,852
12243,834
12244,852
12245,846
12246,834
12247,858
12248,840
12249,846
12250,852
12251,834
12252,852
12253,840
12254,858
12255,852
12256,864
12257,858
12258,852
12259,846
12260,900
12261,876
12262,858
12263,870
12264,876
12265,762
12266,636
12267,648
12268,636
12269,618
12270,642
12271,750
12272,678
12273,618
12274,612
12275,630
12276,600
12277,612
12278,630
12279,606
12280,612
12281,756
12282,828
12283,810
12284,810
12285,810
12286,834
12287,798
12288,822
12289,792
12290,810
12291,804
12292,804
12293,786
12294,798
12295,792
12296,750
12297,786
12298,630
12299,558
12300,534
12301,528
12302,564
12303,534
12304,576
12305,570
12306,558
12307,594
12308,588
12309,624
12310,672
12311,684
12312,660
12313,768
12314,852
12315,942
12316,966
12317,942
12318,978
12319,1020
12320,1056
12321,1140
12322,1188
12323,1242
12324,1230
12325,1398
12326,1398
12327,1404
12328,1434
12329,1470
12330,1518
12331,1560
12332,1530
12333,1626
12334,1734
12335,1704
12336,1764
12337,1812
12338,1788
12339,1812
12340,1770
12341,1800
12342,1818
12343,1836
12344,1824
12345,1752
12346,1680
12347,1686
12348,1644
12349,1602
12350,1596
12351,1614
12352,1602
12353,1572
12354,1530
12355,1530
12356,1500
12357,1458
12358,1428
12359,1410
12360,1374
12361,1374
12362,1326
12363,1302
12364,1236
12365,1170
12366,1194
12367,1176
12368,1152
12369,1134
12370,1152
12371,1122
12372,1080
12373,1062
12374,1020
12375,1026
12376,990
12377,990
12378,960
12379,822
12380,738
12381,726
12382,690
12383,684
12384,660
12385,672
12386,678
12387,660
12388,678
12389,684
12390,672
12391,654
12392,684
12393,654
12394,642
12395,642
12396,654
12397,642
12398,768
12399,894
12400,894
12401,888
12402,882
12403,888
12404,906
12405,954
12406,990
12407,834
12408,804
12409,858
12410,996
12411,990
12412,1044
12413,1152
12414,1122
12415,1182
12416,1266
12417,1290
12418,1290
12419,1350
12420,1392
12421,1554
12422,1512
12423,1596
12424,1650
12425,1656
12426,1650
12427,1710
12428,1776
12429,1752
12430,1908
12431,1908
12432,2004
12433,2070
12434,2028
12435,1980
12436,1986
12437,1968
12438,1974
12439,2046
12440,2034
12441,1914
12442,1794
12443,1686
12444,1782
12445,1782
12446,1770
12447,1722
12448,1710
12449,1674
12450,1650
12451,1620
12452,1656
12453,1560
12454,1542
12455,1512
12456,1476
12457,1452
12458,1386
12459,1374
12460,1356
12461,1332
12462,1332
12463,1308
12464,1284
12465,1248
12466,1188
12467,1146
12468,1146
12469,1110
12470,1128
12471,1086
12472,1116
12473,1092
12474,1086
12475,1050
12476,1014
12477,798
12478,786
12479,768
12480,780
12481,750
12482,756
12483,792
12484,780
12485,750
12486,738
12487,732
12488,774
12489,744
12490,744
12491,744
12492,756
12493,750
12494,768
12495,774
12496,960
12497,990
12498,990
12499,972
12500,978
12501,1032
12502,1068
12503,1104
12504,1104
12505,1122
12506,996
12507,1002
12508,1134
12509,1128
12510,1158
12511,1236
12512,1236
12513,1314
12514,1404
12515,1386
12516,1434
12517,1530
12518,1548
12519,1488
12520,1584
12521,1650
12522,1710
12523,1638
12524,1656
12525,1662
12526,1812
12527,1752
12528,1914
12529,1968
12530,1782
12531,1758
12532,1860
12533,1878
12534,1878
12535,1926
12536,1914
12537,1830
12538,1758
12539,1668
12540,1710
12541,1686
12542,1662
12543,1668
12544,1452
12545,1404
12546,1422
12547,1374
12548,1338
12549,1500
12550,1470
12551,1452
12552,1434
12553,1404
12554,1350
12555,1242
12556,1050
12557,1002
12558,1002
12559,1098
12560,1188
12561,1122
12562,1092
12563,1092
12564,1086
12565,1050
12566,1038
12567,990
12568,828
12569,798
12570,780
12571,780
12572,762
12573,954
12574,936
12575,918
12576,918
12577,930
12578,732
12579,732
12580,714
12581,714
12582,696
12583,708
12584,900
12585,930
12586,912
12587,906
12588,732
12589,714
12590,732
12591,738
12592,720
12593,738
12594,714
12595,714
12596,732
12597,762
12598,804
12599,810
12600,822
12601,876
12602,960
12603,1050
12604,1002
12605,1026
12606,1080
12607,1104
12608,1206
12609,1296
12610,1350
12611,1296
12612,1344
12613,1464
12614,1494
12615,1548
12616,1530
12617,1650
12618,1686
12619,1644
12620,1686
12621,1662
12622,1788
12623,1788
12624,1824
12625,1920
12626,1932
12627,1698
12628,1680
12629,1626
12630,1650
12631,1680
12632,1860
12633,1812
12634,1770
12635,1668
12636,1740
12637,1680
12638,1644
12639,1638
12640,1614
12641,1590
12642,1572
12643,1560
12644,1548
12645,1494
12646,1464
12647,1416
12648,1368
12649,1344
12650,1338
12651,1296
12652,1044
12653,978
12654,984
12655,954
12656,906
12657,888
12658,876
12659,882
12660,924
12661,1026
12662,1002
12663,1020
12664,906
12665,762
12666,756
12667,744
12668,744
12669,708
12670,690
12671,726
12672,708
12673,708
12674,702
12675,684
12676,678
12677,678
12678,702
12679,672
12680,666
12681,684
12682,660
12683,684
12684,660
12685,672
12686,690
12687,690
12688,696
12689,714
12690,708
12691,714
12692,720
12693,780
12694,780
12695,816
12696,822
12697,876
12698,918
12699,984
12700,966
12701,1062
12702,984
12703,1098
12704,1122
12705,1200
12706,1176
12707,1014
12708,1116
12709,1194
12710,1224
12711,1260
12712,1236
12713,1470
12714,1488
12715,1524
12716,1566
12717,1554
12718,1650
12719,1668
12720,1728
12721,1836
12722,1788
12723,1752
12724,1752
12725,1788
12726,1758
12727,1746
12728,1728
12729,1698
12730,1584
12731,1482
12732,1332
12733,1302
12734,1278
12735,1254
12736,1242
12737,1194
12738,1188
12739,1182
12740,1374
12741,1296
12742,1272
12743,1242
12744,1152
12745,1008
12746,978
12747,966
12748,1128
12749,1128
12750,1122
12751,1092
12752,1092
12753,1038
12754,1014
12755,1032
12756,1002
12757,858
12758,780
12759,798
12760,768
12761,738
12762,708
12763,744
12764,894
12765,894
12766,888
12767,810
12768,672
12769,684
12770,672
12771,690
12772,678
12773,678
12774,660
12775,666
12776,660
12777,672
12778,666
12779,666
12780,672
12781,660
12782,858
12783,846
12784,828
12785,648
12786,690
12787,678
12788,678
12789,648
12790,672
12791,672
12792,636
12793,654
12794,666
12795,654
12796,660
12797,702
12798,726
12799,720
12800,630
12801,510
12802,504
12803,510
12804,606
12805,756
12806,762
12807,876
12808,990
12809,1020
12810,948
12811,798
12812,792
12813,828
12814,810
12815,816
12816,810
12817,804
12818,810
12819,996
12820,984
12821,978
12822,870
12823,774
12824,768
12825,756
12826,756
12827,750
12828,732
12829,936
12830,966
12831,936
12832,984
12833,972
12834,756
12835,720
12836,714
12837,732
12838,714
12839,744
12840,924
12841,912
12842,906
12843,912
12844,834
12845,720
12846,708
12847,702
12848,672
12849,666
12850,672
12851,876
12852,882
12853,900
12854,894
12855,756
12856,678
12857,666
12858,672
12859,678
12860,660
12861,666
12862,660
12863,666
12864,654
12865,666
12866,672
12867,672
12868,678
12869,870
12870,828
12871,822
12872,648
12873,666
12874,648
12875,660
12876,642
12877,654
12878,630
12879,654
12880,654
12881,462
12882,444
12883,444
12884,606
12885,654
12886,636
12887,636
12888,630
12889,642
12890,648
12891,456
12892,426
12893,606
12894,654
12895,654
12896,756
12897,852
12898,864
12899,870
12900,852
12901,708
12902,660
12903,666
12904,678
12905,678
12906,672
12907,690
12908,684
12909,666
12910,672
12911,672
12912,840
12913,912
12914,912
12915,846
12916,570
12917,492
12918,684
12919,708
12920,720
12921,720
12922,804
12923,912
12924,924
12925,912
12926,780
12927,714
12928,726
12929,714
12930,726
12931,708
12932,816
12933,954
12934,948
12935,912
12936,852
12937,714
12938,738
12939,702
12940,708
12941,714
12942,684
12943,732
12944,894
12945,894
12946,888
12947,876
12948,768
12949,696
12950,696
12951,678
12952,684
12953,666
12954,678
12955,660
12956,672
12957,666
12958,672
12959,666
12960,660
12961,660
12962,660
12963,660
12964,648
12965,648
12966,648
12967,648
12968,648
12969,630
12970,648
12971,648
12972,654
12973,642
12974,648
12975,654
12976,654
12977,510
12978,450
12979,456
12980,474
12981,522
12982,528
12983,564
12984,552
12985,576
12986,654
12987,816
12988,840
12989,828
12990,798
12991,834
12992,900
12993,990
12994,1218
12995,1242
12996,1350
12997,1314
12998,1212
12999,1350
13000,1350
13001,1344
13002,1398
13003,1398
13004,1416
13005,1428
13006,1536
13007,1548
13008,1650
13009,1698
13010,1644
13011,1596
13012,1596
13013,1668
13014,1638
13015,1644
13016,1602
13017,1506
13018,1470
13019,1296
13020,1152
13021,1158
13022,1158
13023,1158
13024,1098
13025,1122
13026,1050
13027,1026
13028,1008
13029,1002
13030,972
13031,936
13032,906
13033,870
13034,822
13035,750
13036,732
13037,678
13038,660
13039,642
13040,720
13041,804
13042,804
13043,798
13044,798
13045,786
13046,738
13047,726
13048,732
13049,660
13050,648
13051,630
13052,636
13053,624
13054,636
13055,624
13056,618
13057,618
13058,630
13059,600
13060,612
13061,606
13062,612
13063,780
13064,816
13065,792
13066,618
13067,624
13068,594
13069,606
13070,612
13071,582
13072,612
13073,510
13074,378
13075,414
13076,426
13077,714
13078,576
13079,540
13080,522
13081,618
13082,750
13083,744
13084,750
13085,792
13086,834
13087,864
13088,990
13089,1056
13090,1110
13091,1110
13092,1206
13093,1314
13094,1332
13095,1374
13096,1452
13097,1488
13098,1536
13099,1536
13100,1548
13101,1584
13102,1698
13103,1656
13104,1818
13105,1806
13106,1776
13107,1716
13108,1716
13109,1746
13110,1722
13111,1728
13112,1728
13113,1674
13114,1680
13115,1422
13116,1308
13117,1302
13118,1272
13119,1254
13120,1212
13121,1194
13122,1164
13123,1164
13124,1128
13125,1104
13126,1086
13127,1056
13128,1008
13129,948
13130,918
13131,876
13132,852
13133,804
13134,786
13135,744
13136,726
13137,696
13138,810
13139,894
13140,882
13141,858
13142,816
13143,822
13144,810
13145,774
13146,780
13147,780
13148,948
13149,948
13150,912
13151,780
13152,714
13153,720
13154,714
13155,732
13156,708
13157,714
13158,702
13159,714
13160,702
13161,708
13162,708
13163,714
13164,750
13165,876
13166,888
13167,816
13168,684
13169,690
13170,492
13171,486
13172,486
13173,546
13174,564
13175,576
13176,606
13177,618
13178,696
13179,774
13180,810
13181,846
13182,828
13183,876
13184,972
13185,1032
13186,1050
13187,1104
13188,1152
13189,1296
13190,1296
13191,1380
13192,1326
13193,1404
13194,1392
13195,1416
13196,1512
13197,1572
13198,1902
13199,1842
13200,1860
13201,1812
13202,1842
13203,1848
13204,1956
13205,1974
13206,1788
13207,1818
13208,1896
13209,1836
13210,1830
13211,1662
13212,1662
13213,1674
13214,1674
13215,1662
13216,1662
13217,1470
13218,1404
13219,1386
13220,1344
13221,1320
13222,1464
13223,1398
13224,1392
13225,1332
13226,1302
13227,1272
13228,1218
13229,1206
13230,1158
13231,1146
13232,996
13233,888
13234,888
13235,858
13236,840
13237,816
13238,804
13239,816
13240,786
13241,780
13242,792
13243,942
13244,918
13245,912
13246,906
13247,708
13248,708
13249,702
13250,690
13251,690
13252,684
13253,696
13254,708
13255,864
13256,888
13257,894
13258,882
13259,678
13260,696
13261,696
13262,678
13263,678
13264,696
13265,696
13266,696
13267,720
13268,714
13269,558
13270,570
13271,582
13272,576
13273,624
13274,744
13275,798
13276,768
13277,786
13278,792
13279,906
13280,936
13281,1038
13282,1092
13283,1116
13284,1140
13285,1236
13286,1236
13287,1308
13288,1344
13289,1374
13290,1464
13291,1440
13292,1518
13293,1728
13294,1896
13295,1848
13296,1926
13297,1818
13298,1884
13299,1908
13300,1932
13301,1908
13302,1932
13303,1968
13304,1932
13305,1848
13306,1812
13307,1620
13308,1446
13309,1404
13310,1362
13311,1362
13312,1320
13313,1302
13314,1290
13315,1266
13316,1242
13317,1200
13318,1338
13319,1368
13320,1350
13321,1332
13322,1236
13323,1248
13324,1188
13325,1146
13326,1110
13327,906
13328,882
13329,822
13330,804
13331,828
13332,810
13333,834
13334,972
13335,948
13336,936
13337,906
13338,912
13339,876
13340,852
13341,666
13342,678
13343,678
13344,672
13345,654
13346,672
13347,654
13348,654
13349,654
13350,642
13351,654
13352,660
13353,846
13354,834
13355,840
13356,792
13357,642
13358,636
13359,642
13360,660
13361,654
13362,654
13363,660
13364,702
13365,738
13366,768
13367,654
13368,570
13369,654
13370,630
13371,726
13372,750
13373,870
13374,876
13375,954
13376,1056
13377,1104
13378,1146
13379,1122
13380,1200
13381,1380
13382,1350
13383,1266
13384,1356
13385,1320
13386,1326
13387,1368
13388,1380
13389,1482
13390,1734
13391,1704
13392,1824
13393,1830
13394,1812
13395,1812
13396,1758
13397,1764
13398,1722
13399,1752
13400,1686
13401,1554
13402,1464
13403,1314
13404,1242
13405,1194
13406,1266
13407,1344
13408,1356
13409,1344
13410,1290
13411,1290
13412,1176
13413,1038
13414,1020
13415,972
13416,942
13417,1032
13418,1140
13419,1104
13420,1074
13421,1050
13422,1020
13423,1002
13424,834
13425,780
13426,768
13427,786
13428,960
13429,942
13430,918
13431,918
13432,900
13433,870
13434,720
13435,636
13436,648
13437,636
13438,720
13439,852
13440,828
13441,816
13442,816
13443,816
13444,828
